Name,10/27/21,10/28/21,10/31/21,11/04/21,11/05/21,11/06/21,11/08/21,11/11/21,11/21/21,11/22/21,11/24/21,11/26/21,11/30/21,12/02/21,12/05/21,12/11/21,12/12/21,12/15/21,12/17/21,12/26/21,12/30/21,12/31/21,01/06/22,01/09/22,01/18/22,01/19/22,01/20/22,01/24/22,01/25/22,01/26/22,02/02/22,02/05/22,02/07/22,02/27/22
ASUS NVIDIA GeForce RTX 3080 Ti TUF Overclocked Triple-Fan 12GB GDDR6X,,,,,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99,1899.99
ASUS NVIDIA GeForce RTX 3090 ROG Strix White Overclocked Triple-Fan 24GB GDDR6X,,,,,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,2349.99,,2349.99,2349.99,2349.99
ASUS NVIDIA GeForce RTX 3090 Strix Overclocked Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2229.99,2229.99,2229.99,2229.99,2229.99,2229.99,2229.99,2229.99,2229.99,2229.99
ASUS NVIDIA GeForce RTX 3090 TUF Gaming Overclocked Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99
ASUS Phoenix GeForce GTX 1050 Ti Single-Fan 4GB,189.99,189.99,189.99,,,,,,189.99,189.99,189.99,189.99,189.99,189.99,189.99,189.99,189.99,189.99,189.99,189.99,189.99,189.99,,189.99,,,,,,,,,,
ASUS Radeon RX 5500 XT ROG Strix Overclocked Triple-Fan 8GB GDDR6,299.99,299.99,,,,,299.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Radeon RX 5600 XT ROG STRIX TOP Edition Overclocked Triple-Fan 6GB GDDR6,449.99,449.99,449.99,449.99,449.99,449.99,449.99,449.99,,,,449.99,449.99,449.99,,449.99,449.99,,,,,,,,,,,,,,,,,
ASUS Radeon RX 5700 XT ROG Strix Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,599.99,599.99,,,,,,599.99,599.99,599.99,,,,,,,,,,,,,,,,
ASUS Radeon RX 580 Dual Overclocked Dual-Fan 8GB GDDR5,,,,,,,,,,,,,,,369.99,369.99,369.99,,,,,,,,,,,,,,,,,
ASUS Radeon RX 6800 TUF Gaming Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,989.99,989.99,989.99,989.99,989.99,989.99,,,,989.99,989.99,989.99,,,,,,,,,,,989.99,989.99,989.99,989.99
ASUS Radeon RX 6800 XT ROG Strix LC Overclocked Hybrid Cooled 16GB GDDR6,,,,,,,,,,,1329.99,1329.99,,,,1329.99,1329.99,1329.99,1329.99,,,,,,,,,,,,,,1329.99,
ASUS Radeon RX 6800 XT TUF Gaming Overclocked Triple-Fan 16GB GDDR6,,,,,1199.99,1199.99,1199.99,1199.99,,,,1199.99,1199.99,1199.99,1199.99,,,1199.99,1199.99,1199.99,1199.99,,1199.99,1199.99,,,,,,,,,,
EVGA GeForce GTX 1650 KO Ultra Dual-Fan 4GB GDDR6,169.99,169.99,169.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVGA GeForce GTX 1650 Super SC Ultra Gaming Dual-Fan 4GB GDDR6,,,,,,,239.99,,239.99,239.99,239.99,239.99,239.99,239.99,239.99,,239.99,,,,,,,239.99,,,,,,,,,,
EVGA GeForce GTX 1660 SC Ultra Dual-Fan 6GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,229.99,,,,,,,,,,229.99
EVGA GeForce GTX 1660 Super SC Ultra Overclocked Dual-Fan 6GB GDDR6,244.99,244.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVGA GeForce RTX 2060 SUPER SC ULTRA Dual-Fan 8GB GDDR6,,,,,,,,,,,,,,419.99,419.99,419.99,419.99,419.99,419.99,,,,,,,,,,,,,,,
EVGA GeForce RTX 3060 Ti XC Gaming Dual-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.99
EVGA GeForce RTX 3070 FTW3 ULTRA GAMING Triple-Fan 8GB GDDR6,,,,,,,,689.99,,,,,,,,,689.99,,,,689.99,689.99,689.99,689.99,,,,,,,,,,
EVGA GeForce RTX 3070 XC3 Black Gaming Triple-Fan 8GB GDDR6,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,,,,,,,,,,,,,,,,,,,,,,,,,,
EVGA GeForce RTX 3070 XC3 Ultra Gaming Triple-Fan 8GB GDDR6,,,,639.99,639.99,639.99,639.99,,,,,,,,,,,,,,639.99,,639.99,639.99,,,,,,,,,,
EVGA GeForce RTX 3080 FTW3 Ultra Gaming Triple Fan 12GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.99,1299.99,1299.99,1299.99,1299.99,1299.99,1299.99
EVGA GeForce RTX 3080 FTW3 Ultra Gaming Triple-Fan 10GB GDDR6X,,,,,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,889.99,,,,,,,,,,
EVGA GeForce RTX 3080 XC3 Ultra Gaming Triple-Fan 10GB GDDR6X,,,,,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,,,,,,,,,,
EVGA GeForce RTX 3090 FTW3 Ultra Triple-Fan 24GB GDDR6X,,,,,1909.99,1909.99,1909.99,1909.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,,,,,,,,,,
EVGA NVIDIA GeForce RTX 3050 XC Black Dual Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.99
EVGA NVIDIA GeForce RTX 3050 XC Gaming Dual Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.99,329.99,329.99,329.99
EVGA NVIDIA GeForce RTX 3060 Ti FTW3 Ultra Gaming LHR Triple-Fan 8GB GDDR6,529.99,529.99,529.99,529.99,529.99,529.99,529.99,529.99,539.99,539.99,539.99,539.99,,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99,539.99
EVGA NVIDIA GeForce RTX 3060 Ti XC Gaming Dual-Fan 8GB GDDR6,,469.99,469.99,469.99,469.99,469.99,469.99,469.99,,479.99,,,479.99,479.99,479.99,479.99,,,,,,,,,,,,,,,,,,
EVGA NVIDIA GeForce RTX 3060 XC Gaming Dual-Fan 12GB GDDR6,409.99,409.99,409.99,409.99,409.99,409.99,409.99,409.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99
EVGA NVIDIA GeForce RTX 3070 FTW3 Ultra Gaming Triple-Fan 8GB GDDR6,,709.99,709.99,709.99,709.99,709.99,709.99,709.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99,719.99
EVGA NVIDIA GeForce RTX 3070 Ti FTW3 Ultra Gaming Triple-Fan 8GB GDDR6X,819.99,,,,819.99,819.99,819.99,819.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99,829.99
EVGA NVIDIA GeForce RTX 3070 XC3 Ultra Gaming Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,639.99,639.99,639.99,639.99,639.99,,,,
EVGA NVIDIA GeForce RTX 3080 FTW3 Ultra Gaming Triple-Fan 10GB GDDR6X,,,,,909.99,909.99,909.99,909.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,919.99,889.99,889.99,889.99,889.99,889.99,889.99,,,,
EVGA NVIDIA GeForce RTX 3080 Ti FTW3 Ultra Gaming Triple-Fan 12GB GDDR6X,,,,,1419.99,1419.99,1419.99,1419.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99,1429.99
EVGA NVIDIA GeForce RTX 3080 XC3 Ultra Gaming Triple-Fan 10GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,849.99,
EVGA NVIDIA GeForce RTX 3090 FTW3 Ultra Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99,1919.99
Gigabyte AMD Radeon RX 6500 XT Eagle Dual Fan 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,199.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99
Gigabyte AMD Radeon RX 6500 XT Gaming Overclocked Triple Fan 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99
Gigabyte AMD Radeon RX 6600 Eagle Triple-Fan 8GB GDDR6,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,419.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99,429.99
Gigabyte AMD Radeon RX 6600 XT Eagle Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,499.99,499.99,499.99,,,,,499.99,499.99,499.99,499.99,499.99,,499.99,499.99,499.99,499.99
Gigabyte AMD Radeon RX 6600 XT Gaming Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,549.99,549.99,549.99,549.99,,549.99,549.99,549.99,549.99,549.99,549.99,549.99,549.99,549.99,549.99,549.99,549.99,
Gigabyte AMD Radeon RX 6600 XT Gaming Pro Overclocked Triple-Fan 8GB GDDR6,499.99,499.99,499.99,,499.99,499.99,499.99,499.99,499.99,499.99,499.99,499.99,499.99,499.99,,,,579.99,579.99,579.99,,,,,,579.99,579.99,579.99,579.99,579.99,,,579.99,
Gigabyte AMD Radeon RX 6700 XT AORUS Elite Overclocked Triple-Fan 12GB GDDR6,,,,,,,,,,,,,,,,,,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,1029.99,979.99
Gigabyte AMD Radeon RX 6700 XT Eagle Triple-Fan 12GB GDDR6,,,,,899.99,899.99,899.99,899.99,,,899.99,,899.99,899.99,899.99,899.99,899.99,899.99,899.99,,,,,,,899.99,899.99,899.99,899.99,899.99,899.99,899.99,899.99,899.99
Gigabyte AMD Radeon RX 6700 XT Gaming Overclocked Triple-Fan 12GB GDDR6,,,,,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,959.99,909.99
Gigabyte AMD Radeon RX 6800 AORUS Master Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99,1249.99
Gigabyte AMD Radeon RX 6800 Gaming Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,1179.99,1179.99,,,,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99,1179.99
Gigabyte AMD Radeon RX 6800 XT AORUS Master Overclocked Triple-Fan 16GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.99,1419.99,1419.99,1369.99
Gigabyte AMD Radeon RX 6800 XT Gaming Overclocked Triple-Fan 16GB GDDR6,,,,,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1329.99,1279.99
Gigabyte AMD Radeon RX 6900 XT AORUS Master Overclocked Triple-Fan 16GB GDDR6,,,,,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,2159.99,1959.99
Gigabyte AMD Radeon RX 6900 XT Gaming Overclocked Triple-Fan 16GB GDDR6,,,,,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99,2059.99
Gigabyte GeForce GT 1030 Low Profile Single-Fan 2GB GDDR5,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99,,,,,,,,,,
Gigabyte GeForce GTX 1050 Ti Overclocked Dual-Fan 4GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99
Gigabyte GeForce GTX 1050 Ti Single-Fan 4GB,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,,,,,,,,,,
Gigabyte GeForce GTX 1660 Super Overclocked Dual-Fan 6GB GDDR6,,,,239.99,239.99,239.99,239.99,239.99,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigabyte GeForce RTX 2060 Overclocked Dual-Fan 6GB GDDR6,319.99,,,,,,,,,,,,319.99,319.99,469.99,,,,,,,,,469.99,,,,,,,,,,
Gigabyte GeForce RTX 2070 Super Gaming OC 3X Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,549.99,,,549.99,,,,,549.99,,,,,,,,,,
Gigabyte GeForce RTX 3060 Ti Gaming Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,599.99,599.99,,,,,,,,,,
Gigabyte GeForce RTX 3070 Aorus Master Overclocked Triple-Fan 8GB GDDR6,799.99,,,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,,,,,,,,,,,,,,,,,,,,,
Gigabyte GeForce RTX 3070 Gaming Overclocked Triple-Fan 8GB GDDR6,,,,749.99,,,,,749.99,749.99,749.99,749.99,749.99,,,,,,,,,,,,,,,,,,,,,
Gigabyte GeForce RTX 3080 Eagle Triple Fan 12GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.99
Gigabyte GeForce RTX 3090 Eagle Overclocked Triple-Fan 24GB GDDR6X,,,,,2099.99,2099.99,2099.99,,,,,,,,,,2099.99,2099.99,2099.99,,2099.99,2099.99,2099.99,2099.99,,,,,,,,,,
Gigabyte GeForce RTX 3090 Gaming Overclocked Triple-Fan 24GB GDDR6X,,,,,,,2129.99,2129.99,2129.99,2129.99,2129.99,,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,,,,,,,,,,
Gigabyte NVIDIA GeForce GT 1030 Low Profile D4 Single-Fan 2GB GDDR4,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,109.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,114.99,,,,
Gigabyte NVIDIA GeForce GT 1030 Low Profile Single-Fan 2GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,84.99,84.99,84.99,84.99,84.99,,,,,
Gigabyte NVIDIA GeForce GT 730 Single-Fan 2GB DDR3,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,,,,,
Gigabyte NVIDIA GeForce GTX 1050 Ti Single-Fan 4GB,,,,,,,,,,,,,,,,,,,,,,,,,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99,279.99
Gigabyte NVIDIA GeForce RTX 2060 Overclocked Dual-Fan 6GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,469.99,,,469.99,,469.99,469.99,469.99,
Gigabyte NVIDIA GeForce RTX 3050 Gaming Overclocked Triple Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.99,379.99,379.99,379.99
Gigabyte NVIDIA GeForce RTX 3060 AORUS Elite Rev 2 Overclocked Triple-Fan 12GB GDDR6,499.99,499.99,499.99,499.99,499.99,499.99,,,,,499.99,499.99,499.99,499.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99,519.99
Gigabyte NVIDIA GeForce RTX 3060 Eagle Rev 2 Overclocked Triple-Fan 12GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.99
Gigabyte NVIDIA GeForce RTX 3060 Gaming Rev 2 Overclocked Triple-Fan 12GB GDDR6,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,,,459.99,459.99,459.99,459.99,479.99,,479.99,479.99,479.99,,,,,,479.99,479.99,479.99,479.99,479.99,479.99,,479.99,479.99,
Gigabyte NVIDIA GeForce RTX 3060 Ti Aorus Elite LHR Overclocked Triple-Fan 8GB GDDR6,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99
Gigabyte NVIDIA GeForce RTX 3060 Ti Gaming Pro LHC Overclocked Triple-Fan 8GB GDDR6,569.99,569.99,569.99,569.99,569.99,569.99,569.99,,569.99,569.99,569.99,569.99,569.99,569.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99
Gigabyte NVIDIA GeForce RTX 3060 Ti Gaming Rev 2 Overclocked Triple-Fan 8GB GDDR6,,,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,,,
Gigabyte NVIDIA GeForce RTX 3060 Ti VISION Overclocked Triple-Fan 8GB GDDR6,,,,,,,,,,,,,,579.99,619.99,619.99,619.99,,,,,,,,619.99,619.99,,,,,,,,
Gigabyte NVIDIA GeForce RTX 3060 Vision Overclocked Triple-Fan 12GB GDDR6,,,,,,,,,,,,,479.99,479.99,499.99,499.99,499.99,,,,,,,,,,,,,,,499.99,499.99,499.99
Gigabyte NVIDIA GeForce RTX 3070 AORUS Master LHR Overclocked Triple-Fan 8GB GDDR6,799.99,,799.99,,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,799.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99,859.99
Gigabyte NVIDIA GeForce RTX 3070 Gaming LHR Overclocked Triple-Fan 8GB GDDR6,,,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,699.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99,729.99
Gigabyte NVIDIA GeForce RTX 3070 Ti AORUS Master Overclocked Triple-Fan 8GB GDDR6X,,,,,979.99,979.99,979.99,979.99,979.99,979.99,,,979.99,979.99,,,979.99,979.99,979.99,979.99,,,,,,,979.99,979.99,979.99,979.99,979.99,979.99,979.99,979.99
Gigabyte NVIDIA GeForce RTX 3070 Ti Gaming Overclocked Triple-Fan 8GB GDDR6X,,,,,849.99,849.99,849.99,849.99,849.99,849.99,,,,,,,,,,,,,,,,,849.99,849.99,849.99,849.99,849.99,,849.99,849.99
Gigabyte NVIDIA GeForce RTX 3070 Ti Vision Overclocked Triple-Fan 8GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.99
Gigabyte NVIDIA GeForce RTX 3080 AORUS Master LHR Overclocked Triple-Fan 10GB GDDR6X,,,,,1099.99,,,,,,,,,,,1099.99,1099.99,1099.99,1099.99,1099.99,1099.99,1099.99,1099.99,,,,,,,,,1099.99,1099.99,
Gigabyte NVIDIA GeForce RTX 3080 Gaming LHR Overclocked Triple-Fan 10GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.99,999.99,999.99,
Gigabyte NVIDIA GeForce RTX 3080 Ti AORUS Master Overclocked Triple-Fan 12GB GDDR6X,,,,,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,1599.99,,,,,1649.99,1649.99,1649.99,,1649.99,,,,,,,1649.99,1649.99,1649.99,1649.99,1649.99,1649.99,1649.99,
Gigabyte NVIDIA GeForce RTX 3080 Ti AORUS XTREME Overclocked Triple-Fan 12GB GDDR6X,,,,,1649.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigabyte NVIDIA GeForce RTX 3080 Ti Eagle Overclocked Triple-Fan 12GB GDDR6X,,,,,1199.99,1199.99,1199.99,1199.99,,,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,,,,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99,1199.99
Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming Overclocked Triple-Fan 12GB GDDR6,,,,,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1479.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99,1549.99
Gigabyte NVIDIA GeForce RTX 3080 Ti VISION Overclocked Triple-Fan 12GB GDDR6X,,,,,1529.99,1529.99,1529.99,1529.99,1529.99,1529.99,,,,,,,,,,,,,1599.99,,,,,,,,1599.99,1599.99,1599.99,
Gigabyte NVIDIA GeForce RTX 3080 Xtreme Overclocked Triple-Fan 10GB GDDR6X,,,,,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99,1129.99
Gigabyte NVIDIA GeForce RTX 3090 Eagle Overclocked Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,2099.99,,,
Gigabyte NVIDIA GeForce RTX 3090 Gaming Overclocked Triple-Fan 24GB GDDR6X,,,,,,,,,,,,,,,,,,,,,,,,,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99,2129.99
Gigabyte NVIDIA GeForce RTX 3090 VISION Overclocked Triple-Fan 24GB GDDR6X,,,,,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,2149.99,,,2149.99,2149.99,,,2149.99,2149.99,,,,,2149.99
MSI AMD Radeon RX 6500 XT Mech 2X Overclocked Dual Fan 4GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99
MSI AMD Radeon RX 6600 Armor Dual Fan 8GB GDDR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.99,469.99,469.99,469.99
MSI AMD Radeon RX 6600 MECH 2X Dual-Fan 8GB GDDR6,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99,459.99
MSI AMD Radeon RX 6600 XT Gaming X Dual-Fan 8GB GDDR6,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99,579.99
MSI AMD Radeon RX 6600 XT MECH 2X Overclocked Dual-Fan 8GB GDDR6,,,,,,,,,,,,,,,,569.99,,,,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,569.99,
MSI AMD Radeon RX 6600 XT Mech 2X Overclocked Dual-Fan 8GB GDDR6,,,559.99,559.99,559.99,559.99,559.99,,,,,,559.99,,,,,,,559.99,,,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99,559.99
MSI AMD Radeon RX 6700 XT Gaming X Dual-Fan 12GB GDDR6,,,,,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99,879.99
MSI AMD Radeon RX 6700 XT MECH 2X Dual-Fan 12GB GDDR6,,,,,,,809.99,,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,809.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99,869.99
MSI AMD Radeon RX 6700 XT MECH 2X Overclocked Dual-Fan 12GB GDDR6,,,,,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,839.99,889.99
MSI AMD Radeon RX 6800 GAMING X TRIO Overclocked Triple-Fan 16GB GDDR6,,,,,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99,1219.99
